stamp,mode,armed,system_status,is_armable,fix_type,sats,lat,lon,alt_msl,alt_rel,roll,pitch,yaw,vx,vy,vz,groundspeed,airspeed,heading,rngf_dist,batt_voltage,batt_current,batt_level,last_hb,ekf_ok
1757118025.8068938,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.000936542171984911,-0.0011731561971828341,-0.11681174486875534,0.01,-0.01,0.0,0.021408529952168465,0.021408790722489357,353,,12.6,0.0,100,0.8643605570000545,True
1757118025.9076254,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.000936542171984911,-0.0011731561971828341,-0.11681174486875534,0.01,-0.01,0.0,0.021408529952168465,0.021408790722489357,353,,12.6,0.0,100,0.9649936799999068,True
1757118026.0084767,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009307414293289185,-0.0011680286843329668,-0.11690830439329147,0.01,-0.01,0.0,0.021379292011260986,0.021379467099905014,353,,12.6,0.0,100,0.060241212999926574,True
1757118026.109121,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009307414293289185,-0.0011680286843329668,-0.11690830439329147,0.01,-0.01,0.0,0.021379292011260986,0.021379467099905014,353,,12.6,0.0,100,0.16061343499995928,True
1757118026.210073,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009307414293289185,-0.0011680286843329668,-0.11690830439329147,0.01,-0.01,0.0,0.021379292011260986,0.021379467099905014,353,,12.6,0.0,100,0.2610294730000078,True
1757118026.3107321,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009264691034331918,-0.0011615342227742076,-0.11700622737407684,0.01,-0.01,0.0,0.021447675302624702,0.021447783336043358,353,,12.6,0.0,100,0.36420826899984604,True
1757118026.4118068,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009264691034331918,-0.0011615342227742076,-0.11700622737407684,0.01,-0.01,0.0,0.021447675302624702,0.021447783336043358,353,,12.6,0.0,100,0.4646661029998995,True
1757118026.5137534,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009247874259017408,-0.001165954046882689,-0.11710091680288315,0.01,-0.01,0.0,0.021521752700209618,0.02152184583246708,353,,12.6,0.0,100,0.5743993469998259,True
1757118026.6147158,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009247874259017408,-0.001165954046882689,-0.11710091680288315,0.01,-0.01,0.0,0.021521752700209618,0.02152184583246708,353,,12.6,0.0,100,0.6747870329998022,True
1757118026.7157106,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009247874259017408,-0.001165954046882689,-0.11710091680288315,0.01,-0.01,0.0,0.021521752700209618,0.02152184583246708,353,,12.6,0.0,100,0.8045496709999043,True
